264222052129574912	430519387	positive	@nater0driguez Lmfao alright u got me there. Good job Parker and the spurs, see y'all jan 9th. If I get an extra ticket to that game ur goin
213342054351257601	189656827	negative	Desperation Day (February 13th)  the most well known day in all mens life.
255190216795639808	366751482	objective	@SunnyClifford We have a similar circumstance in Australia. Jan 25 is Australia Day &amp; many First peoples call it Invasion Day.
264135339327766529	159343219	objective-OR-neutral	paul-and5homos: Harry and Louis are just fri- Eleanor is such an inspira- Harry is such a manwho- Louis is... http://t.co/jxxTNlu6
263079812954992640	392639346	neutral	#web Apple software, retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday replaced the heads of ...
264088457490604032	509707361	negative	"@PaperChasinAL: Damn next Saturday tho" Niggas was trynna get shit over with #early
263132960507703296	449609540	objective-OR-neutral	and the 4th one is for Harry Styles!! &lt;33333
259022549604790273	204793455	objective	Blog Post: MTV's "Teen Mom 2" Returns for an Intense Third Season with Chelsea, Jenelle, Kailyn and Leah on Monday,... http://t.co/mgMHsfvu
253050608322502657	200261099	objective	The Business Leader's Award ceremony will be held during the @wef annual meeting in Davos on the  25 January 2013! http://t.co/YI4r8UFM
262999273275260928	101319101	positive	@elifyk1 Hi Elif  Greetings from USA midwest  How is school going?  Happy Turkish Republic Day!  I can't wait for Nov 8 #NewGlee Yes!
263919760503361536	87970697	positive	Hoping to look FIT tomorrow on the Jeremy Kyle show #ITVFashion
264203403473850368	853146211	objective-OR-neutral	@Jordon_Atkins me you and joe gone chill Saturday of i come tho
264242024453111809	45450902	negative	"Obma fails 2unite us, he divides us by sex, color,party,age, wealth Nevada's 1st Latino governor votes early for Romney, predicts GOP win"
256787668367704066	610413207	positive	Grammys concert pays moving tribute to Whitney Houston: Whitney Houston was given a final sendoff by the Grammys on Thursday as Halle...
263865575313383424	410051441	neutral	We tallied up the votes and are announcing the winners for Calling All Communities! Tune in http://t.co/XmaXMLCQ on Nov 1st at 11am (CST)
259224351478521856	20050520	objective-OR-neutral	It's Radio 1 Rocks next -  week starting off with a Live lounge on @fearnecotton's show with Bullet for my Valentine on Monday
246760239221858306	7532872	positive	Drew Peterson is #Untouchable no more! Check out these movie photos before you watch on Sun at 7/6c: http://t.co/LT9WUkOD
262862262270820352	601803511	neutral	@HotspurRelated im just a 19 year old still on loan for the 3rd time at coventry 79 overall hopefully when i return bale will still be ther
264084352340742145	388974334	positive	PUMPED to open the season tomorrow night against Georgetown!  Women's Preview: http://t.co/1k3PAK3C | Men's Preview: http://t.co/n5oFat9V
264160761117552640	32215290	negative	Just found a piece of candy that may have been injected with something. #Why
263319006063259649	432174507	objective-OR-neutral	Apple shakeup Mobile software boss eased out: Apple Inc. CEO Tim Cook on Monday pushed out the powerful head of the company&amp;#039;s mo...
263799123847806976	22100843	neutral	Somehow I managed to "lose" my princess leia bra on Saturday. I'm going to Noel Gallagher as "Glock at Phish" ie jorts&amp;tank. @custymcnoob
263924763423035392	27133567	neutral	@docbungle I may relent and get one myself, but I hope it doesn't come to that. Hopefully all the decent apps will get ported to android
264183514176552961	316127177	neutral	Android 4.2 Camera app with Photo Sphere now available for Galaxy Nexus: Introduced on Monday, Android 4.2 bring... http://t.co/yl8QQP0R
262575945741914113	31121565	positive	SAEED: #NowPlaying: BEP, Ricky Martin and KT Tunstall! Great songs to get you through your Sunday! Hate the rain!! http://t.co/c9PmolGw
263921038352580608	213263464	neutral	@juliecrawley25. @GininjaDesign. @Donna_Butlin. Nope, it's just Camden, eating Greek food with a pumpkin... Just another Wednesday.
263748118091276288	785067278	objective	FAQ: What is 'skeuomorphic design' and the executive shakeup at Apple: SAN FRANCISCO, CA - MARCH 07:  Apple CEO ... http://t.co/YCvoPl98
263651627372777473	19594426	objective	Fact of the day; Halloween night is Papa John's second busiest night of the year behind Super Bowl Sunday.
257369508086423553	531994655	positive	Omg. Ricky Martin may be gay but he is one fine ass gay man.
264249493787136000	260882576	positive	@lenakoncha the Clippers are playing the Cavaliers on Monday and are having a night to honor Israel! :) wish you were in LA STILL.
261434845773828096	391892475	negative	Noel Gallagher: "Musicians are fucking idiots." - Yeah, Brian May - he's an idiot... an idiot who just so happens to be a professor?
252798281413967872	23075654	objective-OR-neutral	Vow is likely to return from a midsummer break in the Prix de Royallieu at Longchamp on Saturday. http://t.co/FmoCg7YK
264182638816919552	446301191	positive	@HOPE_forHippies Hell yea lmfaoo , &amp; see you tomorrow Asia baby (;
264138191030874112	850357831	neutral	@Real_Liam_Payne I wanted you to know that here in Argentina is going to make a directioner fest 10 November te Amo TE AMO te amo!
263864248952836096	609103932	neutral	Its November already.. Christmas will be here soon, then New Year, then Valentine's day then GRADUATION?!?!
263972222677417985	229497776	positive	#NowPlaying Michael Jackson - She's Out of My Life (Live At Wembley July 16. http://t.co/vxRYuADn L.O.V.E it! #MjTunes
263867263474597888	428841738	negative	Niggas be on the LAKERS DICK...we still gon finish damn near first seed...while yo team be struggling for the 8th spot
240553933116944384	533752023	positive	@RediTlhabi @StevenB7777 OCTOBER  people have principles..&amp; argue passionately for them, about them &amp; ACT on them.  Ghandi, Sadat, ADT, me!
262661737994670080	186089082	objective-OR-neutral	I need another Viv necklace... May buy myself one for Valentines day #nojoke
246320271248744448	206354030	positive	I'm in the bathroom bumping "Niggas In Paris" Crunk ass hell like it's my 1st time hearing it this song will never get old lol
255690502970671104	18712398	objective	Just got tickets to see Muse in Florida. That, combined with the Grammys two weeks prior, equals a really busy February for Ruby and myself.
258695108529119232	64351004	positive	Welcome Nick J! :") "@nickjonas"  In Manila! So excited for the show on Friday.
261632295520333826	217685779	objective	Battle for the 17th banner: Royal Rumble basketball edition
261184553337630720	244570235	positive	4th Album out #RED, #20MillionSwifties, 6 Grammy Awards, 10 AMAs, 13 BMI Awards! Reigning Entertainer of the Year ACM!  #6YearsTaylorSwift
226474708487532546	59060233	objective-OR-neutral	Smooches from Fido: Yea or Nay? - July 6th was International Kissing Day (of the human sort). Later in the month, Ca... http://t.co/ctBrbIFt
247183266782789632	260477688	positive	It's midnight on the east coast which means its @nickjonas birthday! HAPPY 20th BIRTHDAY NICK J!!!!!!!!!! &lt;333
251742524601925633	610495100	negative	Apple CEO apologizes for error-ridden new map app: Apple CEO Tim Cook apologized Friday for the company's error-ridden new mobile map...
261706811453886464	79601816	neutral	Monta Ellis / Ellis provided just five points on 2-of-13 shooting Thursday http://t.co/AErfHHuK #nba #playersnews
258989036205662208	25393624	neutral	When I teach a basketball in my own school, we're gonna spend the 1st day watching Larry Bird videos, &amp; the rest will take care of itself.
264084748345962496	747406040	objective-OR-neutral	AT&amp;T offers free cloud storage for iOS and Android AT&amp;T on Thursday announced a new service it calls AT&amp;T Locker th... http://t.co/7yoVkmMX
263794433596723200	41680302	positive	We are here @NBCofChicago for our 12th Anniversary celebration.  You still have time to make it - 6620 S. King Dr
237571817550786563	727519172	objective-OR-neutral	@KarimAndSugar I told you Shane would get his 5th-star on Rivals before Signing Day. @Taylor_McNeill7
263449315350032384	295403177	objective	@mysticvalley Mitch are you free on Sunday to bale leaves for an hour?  If not no big deal  you can have them for animals
252330752665075712	268248070	positive	Love how I skipped every category of the NTA's besides the soaps. Couldn't give half a fuck if everything else went off the air tomorrow.
263610933568499712	302256936	negative	@starky88 @nfl_uk Was in on sat and they only had the Ray Lewis home jersey.  They didn't have a lot either.
262903244886507521	575902991	objective	New York Giants: Game-by-Game Predictions for the 2nd Half of the Season http://t.co/yK9VTjcs
264240983032614912	123520382	objective	C'mon c'mon does sound like Queen's we will rock you somehow...
250929234997039104	399878389	objective-OR-neutral	Mashed out to "Niggas In Paris" in the club while in Paris... as cliche as it may sound. #WeOutHere
264055660864487424	346867096	objective	Pick the Chelsea team to play Swansea - Chelsea's focus now turns back to the Premier League and on Saturday we make... http://t.co/6Az8JiIz
247772918384320512	19885888	neutral	@MarkUkLeaf I just had a look and it seems Nash to Davos is a done deal along with Joe Thornton. I may have to pay a visit...
254032799680589826	412603173	positive	My mom just texted me reminding me that Grammys birthdays tomorrow.. HOW COULD I EVER FORGET? #BiggestDayOfTheYear
262206571201822721	185101254	positive	@ariaclemente Wow! you're also a percy jackson fan! :-) The 4th book of Heroes of Olympus will be entitled "House of Hades" @camphalfblood
264143294903246848	331180650	negative	Esperance will be without star player Youssef Msakni for the first leg of the Champions League final against Al Ahly on Saturday. #AFRICA
263247166582173696	45671664	negative	@chrischris__  The Sun: Paolo Di Canio says beating Aston Villa tonight would be like having sex with Madonna. #legend
226238092191875072	141284401	negative	OBVIOUSLY, i am not a fan of Dream High 2 and i haven't even watched it! well, i watched the 1st ep,that's where i heard that song!^^
258887925075410944	37007849	positive	Black History Fact: Marsalis is the 1st and only artist to win both classical and jazz Grammy Awards in one year, and to repeat the next yr
263530816162902016	323297690	positive	Watching David Letterman with no audience but playing like they are still there is the 2nd most brilliant thing I've seen tonight.
246588959247974401	67771614	objective-OR-neutral	Gov. Mitch Daniels will announce his Indiana Supreme Court pick at 10 a.m. Will the 3rd time be the charm for a female member of the panel?
263753326422806528	18013192	objective-OR-neutral	Most common nights to order pizza: NYE, Jan 1, day before Thanksgiving, Super Bowl Sunday, Halloween. http://t.co/3j3QiL3j
257865075933728771	413586409	positive	The Grey and Yellow Gold Wedding Puzzle is now up with the first piece being a unique two-tone dress by @shopbop! http://t.co/1RYso3ZZ
262380235985657856	40098249	objective	HARAKAH: Iran army monitoring all ships in Gulf: TEHRAN, Oct 28: A senior commander of the Islamic Revolution Gu... http://t.co/hbdrQP3P
263740861031010304	16380085	neutral	HT: Norwich 0-0 #Spurs. We've edged the 1st half without creating any clear cut chances. Bale's had a couple of decent long range efforts.
264226988879933440	26639468	positive	Guys, the Marijuana law in Colorado, Oregon, and Washington can pass this Tuesday. #HighHopes
254600864868749313	59459031	positive	Breezin' won the Best Pop Instrumental Performance at the 19th Grammy Awards
248234871238037508	51264823	objective	"Pacino is going to play Joe Paterno.  This is the 2nd time he has starred in a film, that has the line 'say hello to my little friend"- SNL
264161130585399297	163101429	negative	Not wearing make up to Dublin tomorrow until I'm getting ready for the party. Help.
263953741877764096	341470410	neutral	Snow may fall for parts of CNY the next few days. Find out where the best chances will be at 6:42 am on TV &amp; online: http://t.co/F0Kb0gqD
263803288074477568	396953010	neutral	It seem like Austin Rivers is tryin to had to get a bucket. I feel em tho my 1st game in the league I was trying hard too
204001339599106048	160648260	neutral	Cofield draws leadoff walk in top 4th. Zaharion at the plate.
257332145687785472	328656254	objective-OR-neutral	@BieberGomezTour aww my celebrity day is this thursday also, going as Jennifer Hudson though :)
264235642039455744	22111480	positive	@MehDusta I MISS YOU AND I BETTER GET A JUGE KISS AND HUG TOMORROW NIGHT (because you WILL BE at joe's :))
263976883354480640	497155084	objective-OR-neutral	Sat down to watch Michael Jackson this is it on DVD xx
256395784038277120	163198967	objective	On the set of the Axis of the Nigerian Economy, airing every tuesday 8:30pm on NTA international (DSTV) http://t.co/qFvON8Uj
261769579544584192	20096243	positive	Text from my dad: "you like Charles Dickens" 1) obvs looking at my amazon wish list (too late for Sunday) 2) why th surprise?!
264167430564237312	17781471	negative	Upset alert in ACC men's soccer: #1 Maryland down 4-2 to Wake Forest late in the 2nd...AND down a man after an earlier red card.
262627821908815872	28844188	negative	really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd #BiasPrick
258836119532228608	25483231	neutral	I may have missed out seeing Noel Fielding and Rich Fulcher today, but I did just see Tom Tilley! #samsimmons
258625516481953792	134881721	positive	Looper was amazing!!! Now to the theatre to see Simon Callow's 'The Mystery of Charles Dickens' ...loving my Wednesday off work :-)
255848522581164033	363795716	objective-OR-neutral	Negros and nigglettes, all who would like to attend the a$ap rocky concert on  November 17th at starland lemme know tickets are only 25
264105390818619394	812898906	positive	Wish Maddie luck next saturday, she has a solo audition for Britain's Got Talent! :) ~ Ellie xxxxx
241225651074527232	39010302	neutral	% of Joe Pa masks at Penn State Sat? Or will PSU by allow then in the stadium? Is it bad to wear it? @Espngreeny
256018140318822400	580515576	negative	@MeganWitmer that's crazy. I'm more jealous of u going to Joe Pa's grave! I was sad Saturday when I walked past where the statue should be:(
263362769011748864	27020138	positive	Mizzou commemorates its win over Kentucky with a T-shirt. No, really. | Dr. Saturday - Yahoo! Sports http://t.co/2u46BvQ6 #fb
260036217008185344	278137824	neutral	@FruitPunchToday lol that was our only year we may have had a chance at the Superbowl. Now we must wait until Nick Foley
263706155778441216	27556859	objective-OR-neutral	@Vikingdane1 Thinking a bolt action .30-06 may have to be in the cards for Valentine's Day or something.
223045564571459584	305277813	positive	Happy Valentine's Day!!! @MAziing: Everyday is the 14th!
263961750142062592	441531846	objective-OR-neutral	@xBecx92 it may be Indian time tonite Becky :-) xx
263704789186117635	38615758	positive	Just watched The Campaign with Will Ferrell and Zack Galafianakis... Good fun for a Wednesday. #Hilarious
262778055402090496	22513829	objective	@sumeetkulkarni Season ends with Superbowl in first week of February.
260799759097421824	15659445	objective-OR-neutral	@HilciaJSu Your review reminded me I still need 2 read the very 1st Percy Jackson book! Heroes of Olympus is an offshoot series from it?
260949777687117824	32704887	neutral	Crazy I was in a meeting with an old NBA player that was picked 3rd before Larry Bird
264209699732348928	355051509	negative	This Sunday New York Giants are going down. #Steelers
245532165637545985	34014706	negative	As an introduction to Literature we wrote about The Woman In Black, not something I particulalry want to read, may just cry #ShitMyself
264060311764619264	851106050	objective	"@Ilovedoobz: @Patty_flipping I did, the other new is in today, northern lights......" I get payed tomorrow!
264202743877615616	21069858	objective-OR-neutral	Just finished rehearsing with @DWHY - we are ready for the Kendrick Lamar show tomorrow, shout outs to WVU... http://t.co/d76r8YZH
262834360129036288	800315304	objective	I posted 12 photos on Facebook in the album "Super Sunday wid Shobhit Bhatia......" http://t.co/9DYtiAxO
264215340576284672	82125212	objective-OR-neutral	I been watching "All-Access Kentucky" every wed and it has been making me like these young dudes on Kentucky.
263098506644955136	141049123	objective-OR-neutral	##$$## Black Friday Deals Nikon D3200 24.2 Megapixels Digital SLR Camera with 18-55mm NIKKOR VR Lens, Black &amp; Nikon ... http://t.co/NPMjK8UC
228956189000597505	501134907	positive	Han mon dieu le remix de I am the best dans Dream High 2, je meurs XDDD
264203931645775873	27777925	objective	You do not want to miss this tomorrow night.  RJ is moving to Maryland soon, and we have a truly epic set planned... http://t.co/NItJIA5v
260920467324555265	361434318	neutral	Don't forget Mitch Daniels is going to be on Steven Colbert's show Thursday.  Think this will come up as a topic?
264127995424423936	62680567	neutral	@BarackObama: I would think you would do that if you are running for POTUS. It may be part of your job someday.
263398004801798146	245624274	objective-OR-neutral	@kdbowe But how you gon handle it if you are announcing ON SUPER BOWL SUNDAY?!! You might put that gold back in yo grill.
263953846492094464	463441798	objective	@Dapper_Dan1988 I have plans to go to CVS before work today and get something.  That may be what I get. I'm going to quarantine myself today
252650346873245696	275414774	objective-OR-neutral	iPhone 5: Apple CEO pledges to improve new map app: Apple CEO Tim Cook apologized on Friday for the company's er... http://t.co/7dzvgXNz
262497514995978241	14989779	neutral	Full Moon:Oct 29th. You can read more if you have your Sun Sign in Libra, Scorpio, Sag, Cap, Aqua or Pisces http://t.co/HNgb7Qn3
256787832453079043	199690203	neutral	Drew Peterson may be convicted, but there is still conflict going on http://t.co/lmqKV7XZ #whenwillitend #localnews #chicago
264067944458371072	28896087	neutral	@WFAN660 Paterno wouldnt be charged. All hearsay on him and he did do his job (minimal as may be). He reported it. Rest is speculation.
263918513083781122	389925947	negative	With all Benson's attention, Frankie feels like a forgotten stepchild. Lets 'founding father' him so he know we will never forget 2nd place.
262954361427222531	724506216	negative	Police, protesters clash at Republic Day march in Turkey: On a day marking the 89th anniversary of the founding ... http://t.co/xewokaIE
263664302882443264	377060725	positive	I will be participating in a Google+ Hangout with @TheEconomist tomorrow!  I'm SUPER excited! Check it out: https://t.co/jvmZcqBa
264074076706983937	337308259	negative	@buckbelue8 why do you think Murray may leave? No way a team drafts him before the 5th or 6th round!
263795814470664192	521532492	positive	Aww love you Austin Rivers and happy to see you get start in 1st NBA game...but it's against my boys, LETS GO SPURS! #Spurs #NBA
260851260956221440	242895807	positive	@TeamStradley mines personal thinking Tebow is better then Flacco. I don't care how bad he played Sunday
263646437458452480	155762352	positive	@OilOnWhyte @albertaoilfire another center? Gagner is a good cheap 2nd line option that we can afford and keep the kids.
264187997887541250	131042222	negative	@politicalwire I'm still shaking my head at that decision and that the Heat &amp; Knick are actually playing tomorrow at MSG.
264174898807717888	463661547	negative	the glass may be rising, but it's not getting any warmer here, Lago del Desierto, Argentina http://t.co/Hp4S2M5G
264245625682554880	58297064	positive	Wish I could make that trip to Athens on Tuesday @iCaptainMorgan
263186967615905792	610467658	neutral	Apple software, retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday pushed out the powerful hea...
256416307182985217	47208627	objective-OR-neutral	Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to... http://t.co/EFc5Cfng
262953053659996161	36210889	objective	I'm hosting the Day party @ Spartacus Friday From 2-6 and then @ Spy in Raleigh that night!
263701469289644032	129412273	objective-OR-neutral	"Eli Manning hopes the Giants can uplift the spirits of the millions affected by Sandy in NY with their game against the Steelers on Sunday"
225956951136292864	465974864	objective	@_AllBelongs2Me_ the McCormick Place....rite here by the hyatt hotel on like 23rd nd King Dr.
256340930414645248	124869414	positive	Fabio Capello: "From what I've seen these days I can assure you Russia are capable of getting a good result vs Portugal tomorrow". #cantwait
264139268249763840	17436164	neutral	@bbberb not necessarily. In Nevada it may help Obama because its one less vote for Romney. But I know what you mean hah.
264230079494770688	297382357	negative	Parker, Leonard steal OKC's thunder: Ninety minutes before tipoff Thursday night at the AT&amp;T Center, Oklahoma Ci... http://t.co/NNjbPSWk
263191065086017537	236100068	positive	After watching the campaign again I have realized that Step Brothers is still the funniest Will Ferrell movie but this one is in 2nd place
264155231804346368	535941624	neutral	@_Sherwood12 he's on the plane to Amsterdam now, bet he's not in class tomorrow
264063574035533824	494035942	positive	@_bethanygarland I really wanna go to one of his things! Did you watch his new thing on channel 4 last Friday? xx
263640783863816192	214139359	negative	I -may- be the only girl on the face of the earth that DOESN'T find Channing Tatum attractive. #callmecrazy #justsayin #donthateme
259535556055269376	28207562	neutral	Cold pizza and Mass Effect 3. I want my leg healed!! Going to look up some voodoo shit. I'll be walking, jumping and running tomorrow.
261545687106322432	25181326	positive	Remember Cupid at Convo last year with the bomb candy bar?? If you liked that, you'll LOVE next Tuesday's Tr http://t.co/af9hu4pU
263453340925583362	59055457	neutral	Channing tatum will be in white oak tomorrow...for all you stalkers out there
264152762026184704	287288414	objective-OR-neutral	@Brett_Elliott8 I fly that Saturday the 15th from Detroit to Amsterdam then up to Newcastle
261624197380460544	281520735	objective	#hulu Video Game Trailers - Launch Trailer: Check out the launch trailer for Mass Effect 3. Added: Fri Oct 26 00... http://t.co/XsbCPkVe
257315024354279424	28660297	positive	@Pastorjoshg @corylethgo @KevinCabe @kcabe21 I'd watch Cougar Town over this any day! January 8 on TBS. Very funny. #firedooley
264096683766456320	93522700	negative	Stacie just hit me up and said my packages might be up here tomorrow if that's the case I'm not going to the rave in San Fran. #priorities
263773432750157824	268893346	objective-OR-neutral	Of course it's Aston Villa.  Played them off the park on Saturday.  Bring it on!
264169849067028480	372547953	negative	Give me 5 mins with Candy the dancer from Deja Vu I'm nutting on my 4th pump she that bad lol
263718726627627009	263579038	positive	@heeydems Do you know ?they may not but we're so fond of all the countries . Uh,happy Republic Day .
264195024135286785	57000820	positive	@shootingrocks cof cof~  someone is going to Germany on november 30 ...oh I really envy you   :)  http://t.co/kZZoR8Az
263331726942691329	70257698	positive	Thank you snow for cancelling classes today. Now you may stop snowing, so that I can drive to Chapel Hill tomorrow. I'd really appreciate it
260232337051230208	223305414	positive	Chick in my class said Flacco is the best QB in the league. 1- why is a chick talkin football. 2. I cant wait for class tomorrow lol
264243566207975424	14931166	positive	#entrepreneur #angelinvestor pitch in on the new birthday party / Super Bowl Sunday treat http://t.co/HcU3990c
226345220239925249	42909123	positive	#OilersMobile: July 20: Sam Gagner | http://t.co/MisqEmgQ   @gagns89 nice to have you there for at least another year!
264188304747003904	200276624	positive	think i might go see flight tomorrow just because Denzel Washington ..
241625219050123264	41202626	objective	Mohamed Nasheed's Press brief about CONI report - 31 Aug 2012: http://t.co/niN6zHhn via @youtube
264140484614684672	433625759	positive	I wish the best of luck to the boro football players and hope they kick butt Saturday for shaun #WinItForShaun
261563757212360706	67845619	objective	Calling all reality TV fans: We're inviting LI reality TV stars to join a Google+ Hangout on Sunday and you can too. http://t.co/WzO0bhVm
256408189157916672	62631820	negative	Honesty is often best policy: Fabio Capello, Russia coach: "I was hoping Ronaldo's injury was more serious so he couldn't play tomorrow."
263827115638652928	550523672	positive	Bestie we gotta go see "flight" with Denzel Washington, comes out Friday. Seems so good @Bsociallyactive
264221978607636480	59342982	objective-OR-neutral	Dinner in Athens with my friend, @stevebeuerlein. Preparing for our game on @SEConCBS this Saturday. #OleMiss #Georgia http://t.co/4QqWxtnd
264218982926655488	51887927	positive	@Yvette_Elena :) Most def, i think when you come tomorrow the boys will be here.
263803981384515584	243903348	negative	This is Austin Rivers 1st game and people sucking him he a rookie chill !
264247456424935424	429312292	neutral	@goatmilkstuff Hello. May I ask how did you get on set of Castle?
225311712008617986	182784794	negative	@HockeyyInsiderr " @OilersNow: Gagner's agent says talks continue, will have hearing on Friday if no deal" MSM just proved you're #clueless!
262696171703783425	283223567	positive	Im enjoying Celebrity Juice instead of sleep, going to be fooked tomorrow though
244715076228096001	40362193	positive	The Woman In Black - the legendary ghost thriller, touring to Dubai and Abu Dhabi in November &amp; December. More... http://t.co/2uz56zci
264107216578174976	27952164	neutral	Can it please be Wednesday and POTUS has been re elected. Then we can move this country #Forward!
264214318327947265	57722479	objective-OR-neutral	Jacksonville really sound like the move tomorrow
264134721938808832	628912797	objective-OR-neutral	#ASimpleLife opens tomorrow at Lee's 4-Star in San Fran - Roger Ebert called it "one of the year's best films" http://t.co/q0Cz0lz6
258349170107224065	832164745	negative	@JessieWagnon @tcswagg NOOOOOOOOO!!!!!! Maybe you can just look over it right before the test tomorrow and do that first
240753714661584896	329047546	objective	#hcafc loan keeper Ben Amos named in the England under-21s side to face Azerbaijan next Thursday and Norway on Sept 10.
264180570806964224	151353772	objective	norv turner calls a play action pass on 1st &amp; goal at the half-yard line, rivers throws a pick. #chargers
264182339536564227	120627815	neutral	@SteveRattner @JoeNBC @morningmika My friends and I are betting Joe wets his pants when he sees the whopping Mittens will get Nov 6
242989716893478913	175060800	negative	@ahmedthalib waheed proposed mdp to join the  gov prior CoNI's verdict. 7 feb controversial power transfer refrained mdp joining the govt.
264113005078405120	19816683	objective-OR-neutral	Me and @hayleyrose booked in to see A Good Day To Die Hard on February 14 2013 (Valentine's day).
264208558336389121	112878558	positive	"@AmianaTyransky: Frankie: I think I'm gonna have a date with my bed tomorrow Me: same." That's my boy
246776355558129664	98698262	positive	Pray for Mohamed Morsi the new President of Egypt that he may continue to be a leader for freedom and peace.  http://t.co/f0LKm17i
261540587801563136	35143403	negative	Axl Rose needs to just give up. Now. Not later, not soon, not tomorrow. NOW!
264214825096314880	95521694	positive	Shout out to my boy @JshapMMA who fights tomorrow night on the Las Vegas #rfa card. He's put in the work so I don't need to wish him luck.
243725520724967424	119035535	objective	If you're on the Isle of Man next Thurs, I'll be talking about Safe House and signing books at Waterstones from 6.30pm. @WaterstonesIoM
259724822978904064	624790220	neutral	PBR &amp; @mokbpresents bring you Jim White at the @Do317 Lounge on October 23rd at 7 pm! http://t.co/7x8OfC56
263610234029879297	38781991	positive	Happy Halloween!! Starting this wicked Wednesday off listening to Pink Floyd and Leonard Cohen. Get to take my boys out tonight! Yay!!
262582875520643072	195836839	negative	I wonder what Cortese is thinking after watching that 1st half of total wank? As for Boruc you are a disgrace and a complete TWAT. #saintsfc
263823143704068096	377806186	negative	Austin Rivers needs to get stronger, #Spurs guards muscling him tonight. He started and just now scored in 4th. #Hornets
229228895621242880	116079056	objective-OR-neutral	July 28th National Milk Chocolate Day. You might say milk chocolate is the star of the chocolate (cont) http://t.co/GEBoG3Gl
261455260277678082	568399773	objective	On Sunday November 4th Olympus experts will be on hand at the Currys store in Cambridge.  From 10:30am until... http://t.co/skD7NlOY
212393879876534274	175959942	positive	Happy Valentines Day &lt;3... only if you live in Brazil, otherwise its just another irritating Monday.
248975354910371840	29583575	negative	Okay me and @megnicolelewis are about to watch The Woman In Black. This may be a terrible night.
264096361081884672	510441175	positive	@Real_Liam_Payne Saturday I buy my ticket for the #TMHTOUR in Belgium! I'm so happy!!!!
261430691764506624	274713038	positive	This goes way too fast :O Its been already a year that I saw Avril Lavigne in concert &lt;3 October 25 2011, one of the best day of my life :D
263171128149815296	11096152	objective	Harry Redknapp is set to hold talks over the Blackburn job on Tuesday as he prepares for a return to management (Mail)
264252471612932097	393771920	neutral	@SupremeJuice_ go to the bell game tomorrow I'll take you for. A littlle whippa
263947715766005760	122432507	objective-OR-neutral	So many choices of gigs this saturday night. The IBB at the Rugby club (which one, there are two up Twmpath?) and... http://t.co/sGKzLaEh
248955920997023744	16741035	neutral	@multiplexer How does it compare to Diablo III (regardless of how fair that comparison may be)?
261279987494166528	340742345	negative	"How many continents was The Challenge filmed on?" "21?" okay, what did you fail 2nd grade?
264145074210889728	440921948	positive	@TimOcchipinti Were going to be at Boys and Girls Club to clean tomorrow at 10am. They told us to bring boots and gloves. All are welcome.
263973153271865344	467855280	objective-OR-neutral	Last hectic day in office b4 3 weeks in ASIA. 1st to IFEAT in Singapore. Then Taiwan, HK, CHINA.Then 3 wks of jet lag!Gets to me every time!
263651843727585280	197837325	positive	David Letterman had an interesting show on Monday. He is located in New York City. Because of the hurricane he... http://t.co/Rt5ORbLK
264071379333287936	407070993	neutral	Anonymous asked: Just realized while watchin fri-end that the youtube account that uploaded the video is... http://t.co/ljUqkCaG
264039839274528769	29458389	positive	November: my birthday month, election day, a weekend in San Fran with @AdamRGarcia, Naples for Thanksgiving, lots of friends &amp; family. YES.
261186156023144448	515983227	negative	I've been on TV a few times now. Still waiting for the call from ITV about Dancing On Ice though. Starting to think I may be TOO famous.
255746035350130689	567009037	objective	Slap Shot: Nash, Back From Injury, Skates for Davos: Rick Nash of the New York Rangers returned to action in Switzerland on Tuesday.
264226554207428608	112925754	objective-OR-neutral	"Eleanor was just a fan when she met Louis" it's funny bc she probaly wasnt a fan like she may have known who they were but she wasn't a fan
263504385475231744	146202708	positive	@AP I hope they make sure to take care of Eli Manning, Giants Vs Pittsburgh on Sunday #NFL
264041945029033987	40975097	negative	@jenscibs they canceled the Frankie date that was supposed to be tomorrow.  So now everyone is going to the rescheduled show in South Bend.
263014553376419841	191802096	neutral	I've got 2 tickets to see Leonard Cohen in Rosemont, IL on November 23 that I can't use. Anyone interested? Face value is about $300.
264040066186371073	489523276	positive	@MittRomney come on Romney I may not be able to vote from Britain but I COMPLETLEY support you !!! Good Luck !
167262194898182145	321930538	positive	WWE #raw should be interesting next week. The Road Dogg returned to WWE at the Royal Rumble and Shawn Michaels is going to be on Raw Monday
261556214624837632	367926720	objective-OR-neutral	I'm far too stressed about finishing this essay for tomorrow, so I shall minimise it and play Temple Run. #ProblemSolved
263345345407373312	439559950	objective-OR-neutral	Saturday Night Live Jeopardy skits with Will Ferrell &gt;
254805712297943041	321128818	positive	"Kendrick Perkins led the league for the 4th year in a row in SPM (Scowls per minute)" literally laughed out loud
262484216678334464	222378487	objective	My #MUFC XI for Super Sunday: De Gea, Rafa, Rio, Evans, Evra, Clevz, Nani, Young, Roo, Chicha, RVP. What about you?
264047678986518528	427501529	positive	Eli manning best 4th quarter QB in the game!
